p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,classification tier,avg_strength,cluster0,celltype
8.75e-45,2.699925094,0.98,0.19,2.5999999999999997e-40,Cycling PVL,ACTA2,subset,2.699925094,Cycling PVL,Peri
1.6199999999999998e-40,2.288770778,0.96,0.439,4.8300000000000004e-36,Cycling PVL,TIMP1,subset,2.288770778,Cycling PVL,Peri
6.58e-41,2.195189407,0.82,0.075,1.96e-36,Cycling PVL,NDUFA4L2,subset,2.195189407,Cycling PVL,Peri
1.5e-39,1.991526112,0.86,0.094,4.4499999999999995e-35,Cycling PVL,THY1,subset,1.991526112,Cycling PVL,Peri
8.28e-37,1.987108839,0.78,0.066,2.4599999999999997e-32,Cycling PVL,RGS5,subset,1.987108839,Cycling PVL,Peri
9.909999999999999e-43,1.977122114,0.92,0.127,2.95e-38,Cycling PVL,COL4A2,subset,1.977122114,Cycling PVL,Peri
2.23e-38,1.944143802,0.84,0.102,6.62e-34,Cycling PVL,COL4A1,subset,1.944143802,Cycling PVL,Peri
8.9e-40,1.90809671,0.98,0.273,2.6499999999999996e-35,Cycling PVL,CALD1,subset,1.90809671,Cycling PVL,Peri
5.82e-37,1.890007357,0.86,0.139,1.73e-32,Cycling PVL,COL18A1,subset,1.890007357,Cycling PVL,Peri
1.2e-40,1.787117055,1,0.216,3.56e-36,Cycling PVL,MYL9,subset,1.787117055,Cycling PVL,Peri
1.6e-33,1.754502729,0.98,0.544,4.7600000000000004e-29,Cycling PVL,LGALS1,subset,1.754502729,Cycling PVL,Peri
4.09e-34,1.710826419,0.96,0.239,1.2200000000000001e-29,Cycling PVL,SPARC,subset,1.710826419,Cycling PVL,Peri
1.29e-30,1.643923922,0.88,0.182,3.84e-26,Cycling PVL,TPM2,subset,1.643923922,Cycling PVL,Peri
3.73e-30,1.608934912,0.98,0.293,1.11e-25,Cycling PVL,IGFBP7,subset,1.608934912,Cycling PVL,Peri
8.129999999999999e-40,1.594505631,0.96,0.652,2.42e-35,Cycling PVL,TUBA1B,subset,1.594505631,Cycling PVL,Peri
2.38e-30,1.560764351,0.86,0.14,7.060000000000001e-26,Cycling PVL,BGN,subset,1.560764351,Cycling PVL,Peri
5.669999999999999e-35,1.471883402,0.78,0.109,1.69e-30,Cycling PVL,SDC2,subset,1.471883402,Cycling PVL,Peri
4.5800000000000004e-33,1.4528246,0.94,0.179,1.36e-28,Cycling PVL,TAGLN,subset,1.4528246,Cycling PVL,Peri
1.5999999999999999e-31,1.444987316,0.8,0.103,4.75e-27,Cycling PVL,MYLK,subset,1.444987316,Cycling PVL,Peri
5.16e-31,1.440661257,0.9,0.155,1.53e-26,Cycling PVL,COL1A1,subset,1.440661257,Cycling PVL,Peri
7.66e-39,1.432716396,0.82,0.073,2.28e-34,Cycling PVL,TYMS,subset,1.432716396,Cycling PVL,Peri
1.3499999999999999e-24,1.416198884,0.88,0.362,4.01e-20,Cycling PVL,TPM1,subset,1.416198884,Cycling PVL,Peri
7.58e-29,1.39355604,0.86,0.145,2.25e-24,Cycling PVL,COL6A2,subset,1.39355604,Cycling PVL,Peri
4.45e-32,1.368105204,0.9,0.144,1.32e-27,Cycling PVL,COL1A2,subset,1.368105204,Cycling PVL,Peri
8.76e-20,1.356656695,0.66,0.11,2.6e-15,Cycling PVL,RARRES2,subset,1.356656695,Cycling PVL,Peri
2.54e-28,1.348012531,0.8,0.116,7.54e-24,Cycling PVL,PCOLCE,subset,1.348012531,Cycling PVL,Peri
4.59e-26,1.345616142,0.8,0.132,1.3600000000000001e-21,Cycling PVL,COL6A1,subset,1.345616142,Cycling PVL,Peri
5.9300000000000006e-27,1.290218018,0.78,0.112,1.76e-22,Cycling PVL,SOD3,subset,1.290218018,Cycling PVL,Peri
3.47e-24,1.278579039,0.84,0.182,1.03e-19,Cycling PVL,FN1,subset,1.278579039,Cycling PVL,Peri
1.1e-26,1.266819185,0.98,0.32,3.26e-22,Cycling PVL,STMN1,subset,1.266819185,Cycling PVL,Peri
3.1400000000000003e-26,1.259063001,0.7,0.085,9.35e-22,Cycling PVL,MCAM,subset,1.259063001,Cycling PVL,Peri
7.34e-34,1.254041899,0.8,0.081,2.1800000000000002e-29,Cycling PVL,COL5A2,subset,1.254041899,Cycling PVL,Peri
1.33e-19,1.242743225,0.6,0.081,3.96e-15,Cycling PVL,FRZB,subset,1.242743225,Cycling PVL,Peri
2.99e-29,1.236062482,0.74,0.09,8.89e-25,Cycling PVL,TK1,subset,1.236062482,Cycling PVL,Peri
9.4e-21,1.209867505,0.94,0.563,2.79e-16,Cycling PVL,TUBB,subset,1.209867505,Cycling PVL,Peri
4.59e-26,1.204159711,0.74,0.151,1.3600000000000001e-21,Cycling PVL,UACA,subset,1.204159711,Cycling PVL,Peri
9.040000000000001e-27,1.190672724,0.76,0.104,2.69e-22,Cycling PVL,PLAC9,subset,1.190672724,Cycling PVL,Peri
