CTSZ,LGALS2,CD14,FCGR3A,LSP1,CD74,FCGRT,PSAP,SLC11A1,HLA-DPB1,CD74,HLA-DMA,SPI1
HLA-DRB1,NUB1,CTSZ,GPX1,WDFY4,SERPINF1,MRC1,NAMPT,C15orf48,MS4A6A,FCER1G,PLAUR,NPC2
STMN1,HLA-DRB5,MS4A6A,GRN,HLA-DMA,LDLRAD4,GPX1,PILRA,SPI1,SOD2,FCGR3A,CD83,FCN1
HLA-DPB1,GPR183,HLA-DRB1,NPC2,NAAA,TCF4,SLCO2B1,FGR,THBS1,HLA-DQB1,GPX1,G0S2,CD68
TUBB,HLA-DQA2,HLA-DPA1,CST3,GSTP1,PTCRA,VSIG4,IFI30,OLR1,CCL2,LYZ,TYROBP,CXCL10
HLA-DQB1,CFLAR,CAPG,SEPP1,RGS10,UGCG,ADAP2,LYZ,MS4A6A,C15orf48,HLA-DRB5,FCER1G,CXCL2
CST3,TNFAIP2,GPNMB,TMEM176B,SERPINB1,LILRB4,CD209,CFD,GPX1,FCGR3A,FCGR2A,AIF1,C1orf162
CCL2,DAPP1,GRN,MS4A7,FGL2,MPEG1,CD163,HMOX1,PPIF,PSAP,FOLR2,GPX1,BCL2A1
HIST1H4C,TFPI2,SOD2,HLA-DMA,CD83,RNASE6,FCGBP,HCK,IL1RN,SERPINA1,PSAP,GPR183,HLA-DMA
H2AFZ,PLEK,NPC2,TREM2,PPT1,SMPD3,SAT1,FGL2,PLEK,TNFSF13B,CXCL2,INSIG1,CD14
HLA-DQA1,BASP1,CD74,CTSS,RAB7B,CD83,CSF1R,RNF144B,COTL1,TYMP,HLA-DQB1,MNDA,CYBB
PSAP,PPA1,HLA-DPB1,FOLR2,LCP1,NPC2,TMEM176A,FAM26F,C1orf162,GRN,CYBB,CCL17,FAM26F
IL1B,KIF2A,PLAUR,TMEM176A,PPIF,MYBL2,TMIGD3,SOD2,CYBB,SPI1,FCGRT,SGK1,HBEGF
CCL3,RGS1,HLA-DQA1,CTSC,S100A10,SPIB,FOLR2,CD68,CXCL3,APOBEC3A,STAB1,HLA-DMB,FCGR3A
GRN,GRSF1,TREM2,SPI1,UCP2,DERL3,SIGLEC1,C1orf162,TYMP,IFIT2,SGK1,CPVL,FGL2
CYBB,ID2,CTSS,CYBB,BASP1,CLEC4C,CST3,NAAA,FGL2,CTSC,CD83,CTSH,SOD2
CTSD,SYNGR2,CSTB,SERPINA1,PTPRE,CLN8,MMP19,LYN,NLRP3,IL1B,CST3,JAML,RGS2
MNDA,CD40,LGMN,LGMN,AIF1,DUSP5,MS4A4A,S100A4,RGS2,CD14,LGMN,IGSF6,TYMP
SERPINA1,TUBA1C,MMP9,MS4A4A,MPEG1,DNASE1L3,CCL3,PLAC8,CSTA,CXCL8,CCL4L2,PLEK,CTSS
CD14,SERPINB1,GLUL,CTSZ,CXCL16,TYROBP,ABCA1,TNFRSF1B,MNDA,SPP1,PLAUR,RGS2,LGALS2
LAPTM5,TMEM176B,MS4A7,CAPG,TAP1,MZB1,ISG15,MAFB,CD300E,TMEM176B,MRC1,NR4A3,MNDA
TGFBI,TYROBP,SPI1,FCGR2A,BID,MAP1A,HBEGF,MTSS1,CXCL10,CCL3L3,CTSZ,CXCL16,GRN
MKI67,DUSP5,FCGR2A,GPNMB,SHTN1,TXN,PSAP,EMP3,CST3,CTSD,SAT1,ITGB2,CXCL3
YWHAH,GPR157,HLA-DQB1,FCGRT,WARS,SLC15A4,LYVE1,EREG,TIMP1,CYBB,CSF1R,PHACTR1,SAT1
PLAUR,KDM2B,SGK1,CTSL,C15orf48,CXorf21,LY96,IFITM2,CD14,IL4I1,NPC2,FGL2,CTSH
LST1,CTSH,PLTP,MMP9,ID2,SEL1L3,KLF2,ZFAND5,S100A4,G0S2,C5AR1,AP1S2,PLEK
HLA-DMA,REL,IGSF6,PLD3,SGK1,BCL11A,RBKS,SLC11A1,AP1S2,LILRB4,MAFB,CD1A,CTSB
C1orf162,TMEM176A,CYBB,DAB2,HLA-DMB,SLC7A5,RP11-160E2.6,CST3,LGALS2,CTSZ,HLA-DMA,IFI30,CD83
UBE2C,RAB9A,PLIN2,CXCL9,NAPSA,LTB,IL1B,STX11,THBD,GPX1,SOD2,CD86,CCL3
F13A1,MGLL,LAPTM5,F13A1,H2AFY,CYB561A3,RNF130,INSIG1,SRGN,CTSS,TMEM176A,CFP,SGK1
PLTP,CD1E,TYMP,CTSH,SAMHD1,LINC00996,DNAJA4,LRRC25,OSM,BCL2A1,TMEM176B,TYMP,AREG
FCGR3A,PTPN1,DAB2,HLA-DMB,ATG3,LAMP5,TTYH3,CLEC7A,LILRB2,IL1RN,SPI1,SERPINA1,RP11-1143G9.4
RRM2,GSTP1,BCL2A1,LAPTM5,BCL2A1,SOX4,CREG1,C10orf54,FPR1,PLAUR,MMP19,CXCL8,IGSF6
CTSH,FAM49A,CCL2,IGSF6,SAT1,FAM129C,RHOB,SLC7A7,CD68,NPC2,CTSD,RNASE6,EREG
HMGB2,RAB8B,SERPINA1,CCL18,AP1S2,GPX1,HMOX1,C19orf38,RP11-1143G9.4,CST3,GRN,SAMHD1,OLR1
FAM26F,ALDH2,HLA-DMA,CXCL10,ARPC2,CYBA,LAPTM5,FAM49A,HLA-DRA,TMEM176A,MS4A4A,SAT1,HLA-DQA2
CXCL8,GBP1,SAT1,LILRB4,CLNK,LRRC26,RAB31,NEAT1,LINC01272,CTSL,CXCL3,GRN,MS4A7
IGSF6,LCP1,FCGRT,MSR1,HCK,GNA15,ARHGAP18,SLC31A2,IER3,IGSF6,SLCO2B1,CLEC4A,COTL1
ITGB2,VOPP1,LILRB4,CSF1R,ITGB2,PTPRS,NPC2,CYBA,SH3BGRL3,PLTP,CD163,FAM26F,PSAP
TYMP,NRP2,PLD3,HMOX1,CTSZ,TRAF4,PLAUR,NCF2,NCF2,FCGR1A,ADAP2,PLD4,HLA-DMB
TOP2A,TRAF1,CCL18,ACP5,PPA1,RNASET2,C5AR1,HBEGF,TNFSF13B,SAT1,HBEGF,IL18,CCL3L3
AP2S1,CST3,MSR1,TYMP,ASAP1,TSPAN13,MARCKS,CD55,CCL3,FGL2,RNF130,PAK1,CLEC10A
G0S2,POGLUT1,CXCL3,ITGB2,RAB32,CXCR3,LAIR1,ZEB2,CYBA,HLA-DMA,CTSS,STX11,RNF130
DAB2,IRF8,LIPA,VSIG4,GNA15,NR3C1,C1orf162,LILRB1,STXBP2,IFIT1,IER3,ALDH2,TNFSF13B
MS4A7,BCL2L14,ACP5,CD163,LY86,FCER1G,TGFBI,CYBB,NEAT1,GBP5,HMOX1,FCN1,CCL20
CXCL3,NABP1,TMEM176B,MRC1,CD40,HLA-DQA2,TMEM176B,FPR2,MMP19,IFIT3,SLC40A1,YWHAH,ITGB2
MMP9,CLIC2,LST1,CYBA,TUBA1B,FCHSD2,APOC1,TKT,IFI30,CTSH,VSIG4,LITAF,IL1RN
RAB31,IL4I1,IL1B,RNF130,CKS2,EGLN3,SOD2,ASAH1,ITGB2,MARCKS,RASSF4,RAB31,CLEC7A
DEK,MARCKS,CST3,STAB1,LIMD2,HLA-DQA1,PLEK,PTPN6,UPP1,LAP3,GLUL,LSP1,FCGR2A
MS4A4A,SAT1,FABP5,RASSF4,LSM6,SLC20A1,MAF,IGSF6,GK,CAPG,CTSC,PKIB,GPR183
PSME2,CXCL10,C5AR1,HLA-DQA2,KIAA0226L,IFI44L,SLC40A1,FPR1,CFP,MS4A7,HLA-DMB,HCK,C5AR1
AP1S2,PNRC1,ASAH1,LIPA,CSF2RA,GPR65,GRN,CASP1,NFKBIA,GLUL,ABCA1,LY86,MMP19
PLEK,TYMP,CD163,ADAP2,FAM49B,THEMIS2,CTSS,AP1S2,RAB31,FCGR2A,PLD3,GPAT3,RAB31
STAB1,GRINA,C1orf162,CXCL16,PSME2,SPCS1,SERPINA1,TYMP,CCL3L3,VAMP5,RGS2,CSF2RA,YWHAH
FCGR2A,CFP,PLEK,CREG1,ZYX,GAPT,CD4,RNASET2,LINC00936,SNX10,LAPTM5,REL,CYBA
PTTG1,RFTN1,RNF130,LST1,SLAMF7,MS4A6A,ICAM1,CXCL16,PSAP,CD83,MSR1,CHMP1B,IFI30
PPT1,CDKN1A,ITGB2,C1orf162,PLAUR,ZFAT,SIRPA,CSTA,FCGR2A,STAT1,MARCKS,FCGR2B,CSF1R
CDKN3,LAD1,CCL4L2,FAM26F,RNH1,SIDT1,ITGB2,BID,LILRA5,RNASE1,ARHGAP18,FGR,AP1S2
COTL1,FAM26F,CXCL2,FCGR1A,INSIG1,POLB,ZEB2,CD83,TREM1,TNFSF10,PLEK,PEA15,CXCL16
VAMP8,GPR137B,MARCKS,CPVL,BATF3,HLA-DQB1,VAMP5,CLEC12A,PTPRE,LST1,NAMPT,SRGN,NAMPT
CTSL,NFKB1,CD83,FGL2,FNBP1,PRMT9,KCTD12,NINJ1,MXD1,SGK1,GPR34,FPR1,CPVL
FCGRT,FNBP1,OLR1,SLCO2B1,CXCL9,RAB11FIP1,TNFSF13B,HLA-DRA,CLEC7A,MNDA,CTSL,CYBA,CTSZ
PFN1,MIR155HG,MT1G,MAFB,ACTR3,VAMP8,TYMP,ARPC3,VEGFA,CCL4L2,FGL2,RGS10,LAPTM5
CSF1R,CD86,HLA-DQA2,TNFSF13B,VAC14,CORO1C,MTSS1,LILRA2,FGR,LGMN,SERPINA1,SERPINB1,IER3
SGK1,STK4,CTSH,ASAH1,CLEC7A,PTPRE,CXCL16,POU2F2,GRN,GBP4,RAB31,MAP3K8,CAPG
ALOX5AP,TUBB6,TGFBI,PILRA,CAMK2D,SMIM5,NINJ1,HLA-DPA1,ITGAX,CYBA,CHMP1B,KLF4,CXCL9
RASSF4,RNF144B,CXCL10,FCGR2B,PFN1,CNPY3,APOE,TCF7L2,ACSL1,RASSF4,NAIP,PLAC8,CHMP1B
TREM2,ATF5,VSIG4,MNDA,RNASET2,SELL,CD74,SRGN,CHMP1B,NCF1,C1orf162,SMCO4,RNASE6
CYBA,PSME2,MAFB,LAIR1,CCDC88A,HLA-DRA,IL1RN,SPN,FAM26F,MAFB,KLF4,HBEGF,FCGR2B
SNX10,SAMSN1,BRI3,MFSD1,CAP1,NCF1,CXCL10,SERPINB1,SAMHD1,FCGRT,TREM2,LCP1,SAMHD1
LGALS1,TNFSF13B,IFI30,RNASE6,NAP1L1,JAML,SNX6,CUX1,RNF130,IFI6,MFSD1,ARPC3,CD86
ADAP2,TBC1D8,MS4A4A,ITM2B,GPX1,CD4,CTSD,ATP1B3,MPEG1,NINJ1,NINJ1,RNF130,FCGR1A
CCL3L3,ERICH1,SDS,RNASET2,RAB11FIP1,ERP29,C6orf62,ARRB2,ATP1B3,MX1,IGSF6,S100A10,TGFBI
NUSAP1,CCDC88A,HLA-DMB,TNFSF13,TPM3,HSP90B1,GRB2,ARL4A,SLC25A37,RSAD2,LILRB4,PPIF,HCK
