p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,classification tier,avg_strength,cluster0,celltype
0,2.596610113,0.905,0.075,0,Luminal Progenitors,KRT15,subset,2.596610113,Luminal Progenitors,Epithelial
0,2.552161021,0.846,0.074,0,Luminal Progenitors,LTF,subset,2.552161021,Luminal Progenitors,Epithelial
0,2.314689842,0.476,0.063,0,Luminal Progenitors,PTN,subset,2.314689842,Luminal Progenitors,Epithelial
0,2.213252287,0.621,0.031,0,Luminal Progenitors,MMP7,subset,2.213252287,Luminal Progenitors,Epithelial
0,2.012390051,0.987,0.448,0,Luminal Progenitors,MGP,subset,2.012390051,Luminal Progenitors,Epithelial
0,1.92679508,0.782,0.129,0,Luminal Progenitors,CXCL2,subset,1.92679508,Luminal Progenitors,Epithelial
0,1.90739082,0.927,0.237,0,Luminal Progenitors,TACSTD2,subset,1.90739082,Luminal Progenitors,Epithelial
2.6399999999999997e-177,1.856506769,0.203,0.039,7.839999999999999e-173,Luminal Progenitors,FDCSP,subset,1.856506769,Luminal Progenitors,Epithelial
0,1.77426345,0.9,0.133,0,Luminal Progenitors,SLPI,subset,1.77426345,Luminal Progenitors,Epithelial
0,1.738546804,0.859,0.073,0,Luminal Progenitors,SFRP1,subset,1.738546804,Luminal Progenitors,Epithelial
0,1.724923575,0.948,0.247,0,Luminal Progenitors,CLDN4,subset,1.724923575,Luminal Progenitors,Epithelial
0,1.71271147,0.727,0.05,0,Luminal Progenitors,SAA1,subset,1.71271147,Luminal Progenitors,Epithelial
0,1.621441625,0.932,0.288,0,Luminal Progenitors,TM4SF1,subset,1.621441625,Luminal Progenitors,Epithelial
0,1.621203129,0.841,0.048,0,Luminal Progenitors,CCL28,subset,1.621203129,Luminal Progenitors,Epithelial
0,1.614449798,0.882,0.119,0,Luminal Progenitors,CRYAB,subset,1.614449798,Luminal Progenitors,Epithelial
0,1.534767087,0.718,0.12,0,Luminal Progenitors,WFDC2,subset,1.534767087,Luminal Progenitors,Epithelial
0,1.486539059,0.604,0.056,0,Luminal Progenitors,KRT23,subset,1.486539059,Luminal Progenitors,Epithelial
0,1.438974007,0.801,0.023,0,Luminal Progenitors,GABRP,subset,1.438974007,Luminal Progenitors,Epithelial
0,1.434400198,0.698,0.12,0,Luminal Progenitors,RCAN1,subset,1.434400198,Luminal Progenitors,Epithelial
0,1.432331706,0.934,0.249,0,Luminal Progenitors,KRT7,subset,1.432331706,Luminal Progenitors,Epithelial
7.889999999999999e-208,2.369193486,0.365,0.065,2.35e-203,Mature Luminal,SCGB3A1,subset,2.369193486,Mature Luminal,Epithelial
0,2.200019665,0.983,0.255,0,Mature Luminal,AZGP1,subset,2.200019665,Mature Luminal,Epithelial
