p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,classification tier,avg_strength,cluster0,celltype
1.376061146774e-295,2.230643971,0.253,0.082,4.09e-305,Cancer Basal SC,S100A8,subset,2.230643971,Cancer Basal SC,Tumor
1.7799999999999995e-232,1.975751073,0.311,0.141,5.289999999999999e-228,Cancer Basal SC,S100A9,subset,1.975751073,Cancer Basal SC,Tumor
0,1.771700918,0.225,0.034,0,Cancer Basal SC,FDCSP,subset,1.771700918,Cancer Basal SC,Tumor
0,1.583479831,0.309,0.052,0,Cancer Basal SC,SAA1,subset,1.583479831,Cancer Basal SC,Tumor
9.12707392735966e-293,1.571872217,0.249,0.089,2.71375289082185e-293,Cancer Basal SC,S100P,subset,1.571872217,Cancer Basal SC,Tumor
0,1.570565,0.509,0.092,0,Cancer Basal SC,RARRES1,subset,1.570565,Cancer Basal SC,Tumor
0,1.468789802,0.908,0.238,0,Cancer Basal SC,MGST1,subset,1.468789802,Cancer Basal SC,Tumor
3.9999999999999995e-208,1.404669183,0.135,0.026,1.19e-203,Cancer Basal SC,S100A7,subset,1.404669183,Cancer Basal SC,Tumor
0,1.308942279,0.687,0.448,0,Cancer Basal SC,MGP,subset,1.308942279,Cancer Basal SC,Tumor
0,1.219130297,0.457,0.114,0,Cancer Basal SC,CALML5,subset,1.219130297,Cancer Basal SC,Tumor
0,1.199622167,0.826,0.237,0,Cancer Basal SC,KRT7,subset,1.199622167,Cancer Basal SC,Tumor
0,1.196702719,0.73,0.195,0,Cancer Basal SC,EPCAM,subset,1.196702719,Cancer Basal SC,Tumor
0,1.190621693,0.192,0.013,0,Cancer Basal SC,C6orf15,subset,1.190621693,Cancer Basal SC,Tumor
0,1.171401487,0.293,0.032,0,Cancer Basal SC,S100A2,subset,1.171401487,Cancer Basal SC,Tumor
0,1.149493349,0.924,0.564,0,Cancer Basal SC,CSTB,subset,1.149493349,Cancer Basal SC,Tumor
0,1.130017465,0.238,0.044,0,Cancer Basal SC,CRABP1,subset,1.130017465,Cancer Basal SC,Tumor
0,1.126525274,0.842,0.305,0,Cancer Basal SC,CD24,subset,1.126525274,Cancer Basal SC,Tumor
0,1.124028395,0.836,0.406,0,Cancer Basal SC,PFDN2,subset,1.124028395,Cancer Basal SC,Tumor
0,1.106854093,0.869,0.431,0,Cancer Basal SC,MARCKSL1,subset,1.106854093,Cancer Basal SC,Tumor
0,1.100728039,0.688,0.476,0,Cancer Basal SC,LDHB,subset,1.100728039,Cancer Basal SC,Tumor
2.36e-305,1.068991129,0.229,0.053,7.03e-301,Cancer Basal SC,KRT17,subset,1.068991129,Cancer Basal SC,Tumor
0,1.060424686,0.581,0.148,0,Cancer Basal SC,TPD52L1,subset,1.060424686,Cancer Basal SC,Tumor
0,1.055084779,0.122,0.008,0,Cancer Basal SC,SERPINB3,subset,1.055084779,Cancer Basal SC,Tumor
0,1.033357513,0.817,0.314,0,Cancer Basal SC,PERP,subset,1.033357513,Cancer Basal SC,Tumor
0,1.021813334,0.592,0.242,0,Cancer Basal SC,CCND1,subset,1.021813334,Cancer Basal SC,Tumor
0,1.001443357,0.958,0.697,0,Cancer Basal SC,YBX1,subset,1.001443357,Cancer Basal SC,Tumor
0,0.991100007,0.931,0.624,0,Cancer Basal SC,UQCRH,subset,0.991100007,Cancer Basal SC,Tumor
0,0.970888898,0.888,0.649,0,Cancer Basal SC,RPS17,subset,0.970888898,Cancer Basal SC,Tumor
0,0.927276361,0.471,0.119,0,Cancer Basal SC,CRYAB,subset,0.927276361,Cancer Basal SC,Tumor
0,0.923104567,0.28,0.03,0,Cancer Basal SC,KRT16,subset,0.923104567,Cancer Basal SC,Tumor
0,0.898529994,0.599,0.244,0,Cancer Basal SC,S100A16,subset,0.898529994,Cancer Basal SC,Tumor
0,0.897008547,0.734,0.291,0,Cancer Basal SC,MDK,subset,0.897008547,Cancer Basal SC,Tumor
0,0.890773732,0.731,0.282,0,Cancer Basal SC,HMGA1,subset,0.890773732,Cancer Basal SC,Tumor
0,0.863312284,0.474,0.134,0,Cancer Basal SC,SLPI,subset,0.863312284,Cancer Basal SC,Tumor
