6-Sep,GZMK,RHOH,RORA,TRGV10,IFITM1,CD2,PPP2R5C,RBPJ,SELL,CORO1A,ASF1B
STK4,STK17B,CLEC2D,CYTIP,TRBC1,HLA-B,RARRES3,GNG2,CBLB,KIR2DL4,ID2,SMC2
CD3G,ARHGDIB,SKAP1,CLEC2D,EZR,SELPLG,PPM1K,FYN,CD52,GZMK,SPN,GZMA
PTGER4,ITK,ARHGDIB,LCK,STK17B,LYAR,IFI44,TRAT1,KLRD1,ZNF331,PTPRC,APOBEC3G
GIMAP4,CD6,SELL,OXNAD1,KLRC1,EVL,GIMAP4,SYTL3,PTPN22,CCL3,MYO1F,CDC20
TRBC1,CD96,PRDM1,TNFAIP8,ZFP36,TBC1D10C,C19orf66,PTPN22,FASLG,LINC00996,EFHD2,RANBP1
TNFAIP3,CD3G,ISG20,RAC2,ADGRE5,ARHGDIB,GIMAP7,TNFSF9,HLA-B,TMIGD2,IFITM2,TMEM106C
RAC2,STAT4,CORO1A,CHN1,HSPH1,ZNF331,SMCHD1,CORO1A,CHST12,ID2,AKNA,DUSP4
CD52,ZNF331,CORO1B,CORO1B,ALOX5AP,CTSW,USP18,EVL,CD82,SOCS1,PLEK,PGAM1
KLF2,ACAP1,STK4,COTL1,ZNF331,P2RY8,ALOX5AP,STK4,RGS1,LAT2,IL2RB,HIST1H1D
CD7,SLA,LAIR2,FAM107B,LINC-PINT,CNN2,OAS3,ITM2C,SLA,RUNX3,RAC2,SH3BGRL3
ARHGAP15,SPOCK2,BTG1,CD247,GZMA,CD3D,CD3D,ANXA1,SIRPG,CD96,CD69,IL2RG
ICOS,GNG2,PHLDA1,TANK,CD2,RARRES3,C5orf56,SRGN,COTL1,PIK3R1,SAMD3,BIRC5
SMCHD1,S100A4,UCP2,CD6,STAT4,CD37,DRAP1,CXCR6,PHLDA1,IL7R,ZEB2,KIF20B
LCK,CAMK4,HTATIP2,TSHZ2,RAC2,ISG20,SLFN5,LCK,SIT1,CREM,RUNX3,TRBV20-1
RPL4,IL2RG,BTG3,SOD1,PTGER4,CXCR4,FYB,RAC2,MIR155HG,ATP8B4,CD52,ARHGDIB
ITK,GMFG,FCMR,EPC1,EVL,TUBA4A,IFI16,KLRG1,PTPN7,IFNG,LCP1,CENPU
ACAP1,CLEC2D,LIMD2,6-Sep,MYADM,GPSM3,PLSCR1,FASLG,TRBC2,PTPN22,S100A4,MCM7
ZNF331,SYTL3,SIRPG,RHOH,CREM,GYPC,APOBEC3G,IL2RG,CCND2,RALGAPA1,PPP2R5C,LCK
LAT,,PBXIP1,GMFG,TRGC2,LEPROTL1,CD38,ACAP1,LCP2,STAT4,KLRG1,PTPN7
ABLIM1,,TNFAIP3,PLIN2,SYTL3,LAT,LCK,TNFAIP3,PSMB9,ARHGAP9,CD300A,LAG3
CCDC109B,,LAYN,BTG1,SOCS1,STK4,IL32,LCP1,CD96,STK17A,IL2RG,RPA3
TUBA4A,,RHBDD2,GNG4,GNG2,TERF2IP,CHST12,SAMD3,ITM2A,TSC22D3,DOK2,KIAA0101
STK17A,,TSC22D3,CD7,SRGN,ZAP70,HELZ2,CD27,SH2D2A,KLRC2,SH2D1B,LCP1
PDE3B,,DOK2,SESN3,SRSF7,1-Sep,DUSP2,LAG3,LIMD2,KLRC3,EMP3,PKMYT1
SC5D,,STAM,CD3G,GPR65,PIK3R1,CD52,CCL3,IKZF3,BTG1,TYROBP,H2AFX
ARL4C,,6-Sep,TNFAIP3,ELF1,CYTIP,DDX60L,CBLB,RAB27A,VPS37B,NCR3,NUDT1
AES,,GMFG,LBH,CD3G,CCL4,ZBP1,PYHIN1,CLEC2D,CKLF,MBP,KIFC1
AP3M2,,UGP2,CD27,GABARAPL1,RNF125,IL2RG,RUNX3,TBC1D10C,SLA,LITAF,IFNG
CD5,,AC017002.1,SNX9,SLC2A3,LSP1,RGS1,KIAA1551,JAML,TUBA4A,DUSP2,PHF19
TRAF3IP3,,USP15,PRDM1,RALGAPA1,CAMK4,PTPRC,TRGC2,ITGAE,ZFP36L2,TXK,LMNB1
EVL,,GBP2,LSP1,TSPYL2,WIPF1,HCST,OASL,1-Sep,MAP3K8,TTC38,CFL1
1-Sep,,TANK,SARAF,LEPROTL1,APOBEC3G,CYTIP,STK17B,PTPRC,NCR3,ADGRG1,IL32
CD2,,DNPH1,LAPTM5,SLC7A5,SOCS1,HLA-B,PARP8,TOX,YPEL5,ARL4C,PPP1CA
IKZF1,,SRGN,TSC22D3,LCK,TRAV3,PRF1,CD53,OASL,PTPRC,FCRL6,TK1
DENND2D,,CXCR6,MIR155HG,SAMSN1,SHISA5,STK17A,CD48,IL2RB,B3GNT7,XCL1,UBE2T
LINC00861,,LSP1,TRAF3IP3,PIK3R1,TCF7,HLA-E,ARHGDIB,HLA-A,SAMD3,CD160,EZH2
,,MIR4435-2HG,ITK,GZMM,TRAF3IP3,DDX58,TBC1D10C,ITGB2,NR4A3,CD48,PSMB8
,,CTSC,HNRNPLL,TRAC,IKZF1,CD96,FYB,DOK2,FOSL2,TRGC2,CCNB2
,,P2RY10,CD52,LYAR,DEF6,MYL12A,CLEC2D,KLRC1,FYN,TPST2,PLK1
,,CD28,STAT4,ACAP1,JAK1,CLEC2D,STK17A,SAMSN1,SLA2,SLA,ATAD2
,,CD247,PIK3IP1,GZMH,IL16,COTL1,LSP1,IFITM1,RNF125,ZAP70,LAT
,,ITK,TNFRSF25,RUNX3,EOMES,GPSM3,PSTPIP1,ADGRE5,TAGAP,ADGRE5,CENPE
,,IL10RA,SH3BGRL3,EMB,LTB,IL7R,PRKCH,SLA2,TGFB1,SRGN,CD3E
,,GLRX,IFNG,CCL4L2,CCDC109B,PSMB8,TIGIT,ACAP1,LCP1,PIM1,CDCA8
,,GNG2,STK17B,FYN,ITGB2,HLA-A,ADGRE5,AC092580.4,TNFSF14,PTGDR,PKM
,,ELF1,GPR171,SCML4,BTN3A2,BTG1,PRF1,TRBC1,GLIPR2,TBC1D10C,CD8B
,,RORA,SH2D2A,CORO1A,SLA,WIPF1,SLA2,ARHGAP9,ACAP1,PTGER2,TPI1
,,EPC1,SIRPG,KLRB1,GLTSCR2,SARAF,GMFG,TNIP3,TRBC1,DDIT4,KIF22
,,CCND2,PDE7B,REL,CD52,CXCR4,LAT,TNFRSF1B,SRGAP3,TUBA4A,MCM5
,,CD52,RGS2,CSRNP1,CMC1,CD27,1-Sep,LAT,ALOX5AP,ABI3,MAD2L1
,,CD3G,CD37,MATK,ARL4C,ARHGDIB,THEMIS,HLA-C,NFKBID,SELPLG,DNAJC9
,,CXCR3,PMAIP1,STK4,IL2RG,SOCS1,PTPRCAP,CXCR3,MCTP2,CLEC2B,DHFR
,,SLAMF1,LIMD2,RGS1,IFNG-AS1,LTB,ICOS,SKAP1,CD53,HSH2D,CENPK
,,DUSP2,LINC-PINT,SLA,AES,TNFAIP3,ITM2A,FYB,EVL,PRKCH,CXCR3
,,LTA,GEM,LCP1,SMCHD1,GBP4,STAT4,ZFP36L2,TRGC1,EVL,KPNA2
,,AC145110.1,GPRIN3,NR4A3,WAS,TRBC2,SAMSN1,ACP5,RAC2,TRGC1,PSME2
,,FAS,HMGB2,CAMK4,9-Sep,OAS2,ARHGAP9,PSTPIP1,PARP8,HAVCR2,DDX39A
,,TRAF3IP3,PIM2,APOBEC3G,CXCR3,CD3G,CD7,DUSP2,GABARAPL1,GIMAP7,SMC1A
,,CCR8,SOCS1,CCNH,LCP1,PARP9,SH2D2A,ID2,FASLG,ARHGDIB,RAD21
,,PHTF2,TGIF1,CBLB,TMEM2,ELF1,,CD247,IL2RG,CREM,CENPW
,,PTPN22,PAG1,CD48,IKZF3,ADAR,,APBB1IP,PTGDR,STAT4,TIGIT
,,DUSP16,CYSLTR1,HERPUD2,MATK,PSMB10,,PCED1B,CNOT6L,PPP1R18,BATF
,,WHSC1L1,WIPF1,IDS,CD5,RBCK1,,GNG2,AC092580.4,ALOX5AP,SLBP
,,SH2D1A,SFXN1,CRTAM,ATM,CD247,,AC069363.1,RHOF,GMFG,CD2
,,CFLAR,FAAH2,IL2RG,PRKCH,LSP1,,WAS,CYTIP,PTPN7,MCM3
,,TNIK,IL6ST,CKLF,GMFG,PARP14,,SH3BP1,BIRC3,SH2D2A,CCDC167
,,CD5,CD96,TBC1D10C,PTPN7,IFNG,,LYST,ELF1,TAGAP,COX5A
,,HCLS1,GPSM3,ARHGDIB,TRAT1,HSH2D,,OXNAD1,SLC16A3,ITGB7,CCL5
,,LINC-PINT,ELF1,S100A4,IDS,DDX60,,SOCS1,WIPF1,PTPN4,LY6E
,,ICAM3,RGCC,HLA-B,CCND3,SHISA5,,TRAC,BIN2,RASSF5,WDR1
,,FYB,ACAP1,OXNAD1,FXYD5,PTGER4,,CTLA4,TRGV9,AOAH,DNMT1
,,CDKN1B,CBLB,IL2RB,ITGAL,GZMB,,ARPC2,STK17B,FGR,SKA2
,,FXYD5,CREM,FAM46C,CD247,CD7,,PSMB10,PTPN7,IL32,MIR155HG
,,ACAP1,PDE3B,ARHGAP9,BIN2,LAT,,UCP2,,MSN,MX1
,,CCR6,TIAM1,SLA2,DAZAP2,EMB,,RASAL3,,MYO1G,CKAP2L
,,RHOG,HLA-A,RGS2,JUNB,ACAP1,,HCLS1,,GPSM3,PSIP1
,,LINC00152,RABGAP1L,MAPRE2,AKNA,DENND2D,,LY6E,,RP5-1171I10.5,PLP2
,,EPSTI1,FXYD5,SH2D2A,DKK3,SP140,,TAP1,,ADRB2,CTSW
,,TMEM173,SKAP1,TRG-AS1,ICAM3,XRN1,,TRAF3IP3,,LCK,CKS2
,,SNX9,PTPN7,OASL,ITK,CD37,,GZMM,,RNF125,ENO1
,,SIT1,CXCR4,ARHGAP15,TNFAIP3,TSC22D3,,RGCC,,RORA,APOBEC3C
,,PIK3IP1,ELMO1,GZMK,ANKRD12,CXCR3,,HOPX,,FYN,COX8A
,,LEPROTL1,PDE4D,PSTPIP1,SLFN5,6-Sep,,ITGB7,,TBX21,DLGAP5
,,HNRNPLL,FBLN7,AC092580.4,DDIT4,APOL6,,CSF1,,CELF2,RALY
,,TTC39C,CELF2,RASGEF1B,EPB41,ARHGAP15,,CD37,,TRAF3IP3,GTSE1
,,SMCHD1,SMARCA2,CD53,CBLB,SLA2,,ARHGDIB,,SLA2,FEN1
,,ZC3H12D,GNG2,RNF125,LIME1,HCLS1,,PTPN6,,FAM65B,BUB3
,,SOCS1,PASK,CDC42SE2,ARHGAP4,PPP2R5C,,RHOF,,ARHGAP9,UCP2
,,MAT2B,TNFSF8,,TMC8,SCML4,,GBP5,,ACAP1,CENPN
,,CD53,LINC01281,,LINC00861,CCR7,,CD69,,GIMAP4,GMFG
,,IL2RB,DUSP2,,CD69,1-Sep,,ICAM3,,ITGAL,USP1
,,GALM,PELI1,,SAMD3,GZMM,,PRKCH,,,CD3D
,,PTPN7,EPSTI1,,SLA2,TBC1D10C,,RARRES3,,,AURKB
,,CXCR4,STK17A,,PSMB10,CLEC2B,,ITGA4,,,HN1
,,TRAF1,HCLS1,,CYBA,RHOH,,C12orf75,,,CCL4
,,CRADD,ARHGDIB,,SKAP1,ANXA1,,ZYX,,,6-Sep
,,FAM129A,TOX2,,PIK3IP1,CNN2,,LCP1,,,GINS2
,,FAM46C,NFATC2,,PSMB9,HELB,,TNFRSF18,,,CDCA5
,,PTTG1,CNOT6L,,PRMT2,SLA,,SP100,,,CARHSP1
,,PDE4B,TNIK,,RUNX3,IFIH1,,GALNT2,,,SIT1
,,CD4,IFI16,,CD6,LAMP3,,ANXA6,,,CDT1
,,APBB1IP,ETS1,,EMP3,SELPLG,,PLEKHF1,,,TAP1
,,IL12RB2,ARAP2,,FAM65B,GMFG,,LAYN,,,CD7
,,CD37,PSTPIP1,,ARHGAP15,RUNX3,,STK17B,,,HMMR
,,CASP1,MFHAS1,,CD2,SH3BGRL3,,ABI3,,,CCNB1
,,CD70,METTL8,,LAPTM5,PHF11,,GNLY,,,CDK2AP2
,,SERPINB9,CFLAR,,PDE4B,IFITM2,,DEF6,,,TRBC2
,,CDC42SE2,LCP2,,HCLS1,SPOCK2,,PTPRCAP,,,LIMD2
,,TBC1D10C,CORO1A,,AOAH,GYPC,,TSEN54,,,SNRPB
,,SAT1,ZNF331,,PPP2R5C,PARP10,,DRAP1,,,TNFRSF18
,,FYN,EVL,,RALGAPA1,CD6,,SHISA5,,,RBPJ
,,PSMB9,GALM,,SIT1,PSME1,,LINC00152,,,SMC3
,,IL1R2,C1orf228,,RNF213,LCP1,,PSMB8,,,PPM1G
,,SMAP2,PCAT29,,CELF2,LEPROTL1,,TRGV10,,,CD27
,,CSK,CD4,,TMC6,TRANK1,,G3BP2,,,NCAPH
,,PBX4,IL7R,,R3HDM4,CASP1,,CYTIP,,,ITM2A
,,PYHIN1,GYPC,,APBB1IP,ZNFX1,,TUBA4A,,,SUB1
,,IL21R,MBNL1,,TAGAP,CCND3,,SH3KBP1,,,PSMB10
,,SH3KBP1,KIAA1551,,SYNE1,TRAF3IP3,,WIPF1,,,UHRF1
,,DEF6,CDC42SE2,,PSTPIP1,MBP,,STK17A,,,CCL3
,,SYTL3,TMEM2,,PDE3B,CDC42SE2,,TRG-AS1,,,NUF2
,,ETS1,TMEM173,,PYHIN1,TRBC1,,MX1,,,CCL4L2
,,RHOF,MAL,,MYO1F,TNFAIP8,,SH2D1A,,,HELLS
,,LBH,ITGA4,,TRAV1-2,TRAC,,PPP1R18,,,CD52
,,RP11-138A9.2,FYN,,PITPNC1,ARHGAP9,,BIN1,,,SNRPD1
,,CNOT6L,ANKRD44,,CD48,LINC-PINT,,ZAP70,,,TPM3
,,CST7,AC133644.2,,JAK3,ARL4C,,TNFSF4,,,S100A4
,,,SH3KBP1,,HIST1H4C,USP15,,RHOH,,,CDCA7
,,,EMB,,SYNRG,FYN,,LAPTM5,,,GZMH
,,,CD84,,EEF1D,BST2,,CYBA,,,CTLA4
,,,RP5-1028K7.2,,TAP1,PNPT1,,NDFIP2,,,RAD51AP1
,,,,,SPOCK2,ZAP70,,CKLF,,,NDC80
,,,,,PPM1K,KIAA1551,,CSK,,,DTYMK
,,,,,SP100,PARP8,,PAG1,,,H2AFY
,,,,,ANXA11,CTSW,,SELPLG,,,HSPB11
,,,,,FNBP1,LAPTM5,,FYN,,,EPSTI1
,,,,,SIGIRR,ZC3HAV1,,GABARAPL1,,,CNN2
,,,,,,SP110,,RNF19A,,,RRM1
,,,,,,ADGRE5,,CD6,,,SH2D2A
,,,,,,CD53,,RUNX3,,,HMGN1
,,,,,,CAMK4,,PRDM1,,,SH2D1A
,,,,,,ITGA4,,CD53,,,CASC5
,,,,,,GZMH,,CARD16,,,CD3G
,,,,,,,,MAP4K1,,,IDH2
,,,,,,,,HLA-E,,,TRAC
,,,,,,,,PPM1M,,,PDCD1
,,,,,,,,CLIC1,,,PARK7
,,,,,,,,UBE2L6,,,1-Sep
,,,,,,,,SRGAP3,,,NASP
,,,,,,,,THEMIS,,,CLEC2D
,,,,,,,,CD70,,,NUDT21
,,,,,,,,SLC7A5,,,HNRNPA2B1
,,,,,,,,EMB,,,ATP5G3
,,,,,,,,GPR25,,,HCLS1
,,,,,,,,MAPRE2,,,HNRNPF
,,,,,,,,TRIM22,,,CD38
,,,,,,,,NR3C1,,,SPC25
,,,,,,,,BTN3A2,,,TCF19
,,,,,,,,MSN,,,SKAP1
,,,,,,,,JAKMIP1,,,MAD2L2
,,,,,,,,BTG1,,,HNRNPA3
,,,,,,,,AKAP5,,,TNFRSF1B
,,,,,,,,CLIC3,,,ANXA6
,,,,,,,,GYPC,,,SIVA1
,,,,,,,,LBH,,,SIRPG
,,,,,,,,CELF2,,,SAE1
,,,,,,,,BATF,,,FABP5
,,,,,,,,ICOS,,,ALOX5AP
,,,,,,,,GALM,,,HLA-A
,,,,,,,,ZEB2,,,GALM
,,,,,,,,CTSC,,,LSM2
,,,,,,,,LPXN,,,EIF5A
,,,,,,,,ITK,,,UBE2L6
,,,,,,,,,,,UBE2D2
,,,,,,,,,,,TROAP
,,,,,,,,,,,CNTRL
,,,,,,,,,,,AC133644.2
,,,,,,,,,,,SGOL2
,,,,,,,,,,,SNRPG
,,,,,,,,,,,CENPA
,,,,,,,,,,,EMP3
,,,,,,,,,,,ARPC5L
,,,,,,,,,,,CKAP2
,,,,,,,,,,,IFI16
,,,,,,,,,,,RAB27A
,,,,,,,,,,,NCAPG
,,,,,,,,,,,CSK
,,,,,,,,,,,FAM111A
,,,,,,,,,,,GYPC
,,,,,,,,,,,LIG1
,,,,,,,,,,,GNG2
,,,,,,,,,,,WAS
,,,,,,,,,,,CDCA3
,,,,,,,,,,,CLIC1
,,,,,,,,,,,ISG20
,,,,,,,,,,,TRAPPC1
,,,,,,,,,,,PRC1
,,,,,,,,,,,ZDHHC12
,,,,,,,,,,,SPOCK2
,,,,,,,,,,,RNASEH2B
,,,,,,,,,,,PMAIP1
,,,,,,,,,,,XCL2
,,,,,,,,,,,TACC3
,,,,,,,,,,,TAF15
,,,,,,,,,,,MCM6
,,,,,,,,,,,PA2G4
,,,,,,,,,,,FOXP3
,,,,,,,,,,,LCP2
,,,,,,,,,,,SF3A2
,,,,,,,,,,,HNRNPR
,,,,,,,,,,,FYB
,,,,,,,,,,,GMNN
,,,,,,,,,,,FANCI
